"#pSTAT5",0.00E+00,6.00E+01,1.20E+02,1.80E+02,2.40E+02,3.00E+02,3.60E+02,4.20E+02,4.80E+02,5.40E+02,6.00E+02,6.60E+02,7.20E+02,7.80E+02,8.40E+02,9.00E+02,9.60E+02,1.02E+03,1.08E+03,1.14E+03,1.20E+03,1.26E+03,1.32E+03,1.38E+03,1.44E+03,1.50E+03,1.56E+03,1.62E+03,1.68E+03,1.74E+03,1.80E+03,1.86E+03,1.92E+03,1.98E+03,2.04E+03,2.10E+03,2.16E+03,2.22E+03,2.28E+03,2.34E+03,2.40E+03,2.46E+03,2.52E+03,2.58E+03,2.64E+03,2.70E+03,2.76E+03,2.82E+03,2.88E+03,2.94E+03,3.00E+03,3.06E+03,3.12E+03,3.18E+03,3.24E+03,3.30E+03,3.36E+03,3.42E+03,3.48E+03,3.54E+03,3.60E+03,3.66E+03,3.72E+03,3.78E+03,3.84E+03,3.90E+03,3.96E+03,4.02E+03,4.08E+03,4.14E+03,4.20E+03,4.26E+03,4.32E+03,4.38E+03,4.44E+03,4.50E+03,4.56E+03,4.62E+03,4.68E+03,4.74E+03,4.80E+03,4.86E+03,4.92E+03,4.98E+03,5.04E+03,5.10E+03,5.16E+03,5.22E+03,5.28E+03,5.34E+03,5.40E+03,5.46E+03,5.52E+03,5.58E+03,5.64E+03,5.70E+03,5.76E+03,5.82E+03,5.88E+03,5.94E+03,6.00E+03,6.06E+03,6.12E+03,6.18E+03,6.24E+03,6.30E+03,6.36E+03,6.42E+03,6.48E+03,6.54E+03,6.60E+03,6.66E+03,6.72E+03,6.78E+03,6.84E+03,6.90E+03,6.96E+03,7.02E+03,7.08E+03,7.14E+03,7.20E+03,7.26E+03,7.32E+03,7.38E+03,7.44E+03,7.50E+03,7.56E+03,7.62E+03,7.68E+03,7.74E+03,7.80E+03,7.86E+03,7.92E+03,7.98E+03,8.04E+03,8.10E+03,8.16E+03,8.22E+03,8.28E+03,8.34E+03,8.40E+03,8.46E+03,8.52E+03,8.58E+03,8.64E+03,8.70E+03,8.76E+03,8.82E+03,8.88E+03,8.94E+03,9.00E+03,9.06E+03,9.12E+03,9.18E+03,9.24E+03,9.30E+03,9.36E+03,9.42E+03,9.48E+03,9.54E+03,9.60E+03,9.66E+03,9.72E+03,9.78E+03,9.84E+03,9.90E+03,9.96E+03,1.00E+04,1.01E+04,1.01E+04,1.02E+04,1.03E+04,1.03E+04,1.04E+04,1.04E+04,1.05E+04,1.06E+04,1.06E+04,1.07E+04,1.07E+04,1.08E+04,1.09E+04,1.09E+04,1.10E+04,1.10E+04,1.11E+04,1.12E+04,1.12E+04,1.13E+04,1.13E+04,1.14E+04,1.15E+04,1.15E+04,1.16E+04,1.16E+04,1.17E+04,1.18E+04,1.18E+04,1.19E+04,1.19E+04,1.20E+04,1.21E+04,1.21E+04,1.22E+04,1.22E+04,1.23E+04,1.24E+04,1.24E+04,1.25E+04,1.25E+04,1.26E+04,1.27E+04,1.27E+04,1.28E+04,1.28E+04,1.29E+04,1.30E+04,1.30E+04,1.31E+04,1.31E+04,1.32E+04,1.33E+04,1.33E+04,1.34E+04,1.34E+04,1.35E+04,1.36E+04,1.36E+04,1.37E+04,1.37E+04,1.38E+04,1.39E+04,1.39E+04,1.40E+04,1.40E+04,1.41E+04,1.42E+04,1.42E+04,1.43E+04,1.43E+04,1.44E+04,1.45E+04,1.45E+04,1.46E+04,1.46E+04,1.47E+04,1.48E+04,1.48E+04,1.49E+04,1.49E+04,1.50E+04,1.51E+04,1.51E+04,1.52E+04,1.52E+04,1.53E+04,1.54E+04,1.54E+04,1.55E+04,1.55E+04,1.56E+04,1.57E+04,1.57E+04,1.58E+04,1.58E+04,1.59E+04,1.60E+04,1.60E+04,1.61E+04,1.61E+04,1.62E+04,1.63E+04,1.63E+04,1.64E+04,1.64E+04,1.65E+04,1.66E+04,1.66E+04,1.67E+04,1.67E+04,1.68E+04,1.69E+04,1.69E+04,1.70E+04,1.70E+04,1.71E+04,1.72E+04,1.72E+04,1.73E+04,1.73E+04,1.74E+04,1.75E+04,1.75E+04,1.76E+04,1.76E+04,1.77E+04,1.78E+04,1.78E+04,1.79E+04,1.79E+04,1.80E+04
"Value",0.00E+00,2.93E-01,2.37E+00,1.03E+01,2.68E+01,4.47E+01,5.35E+01,5.54E+01,5.52E+01,5.44E+01,5.34E+01,5.24E+01,5.13E+01,5.03E+01,4.92E+01,4.82E+01,4.72E+01,4.62E+01,4.52E+01,4.42E+01,4.33E+01,4.23E+01,4.14E+01,4.06E+01,3.97E+01,3.89E+01,3.80E+01,3.72E+01,3.64E+01,3.57E+01,3.49E+01,3.42E+01,3.35E+01,3.28E+01,3.21E+01,3.14E+01,3.08E+01,3.02E+01,2.96E+01,2.90E+01,2.84E+01,2.78E+01,2.72E+01,2.67E+01,2.62E+01,2.57E+01,2.52E+01,2.47E+01,2.42E+01,2.37E+01,2.33E+01,2.28E+01,2.24E+01,2.20E+01,2.16E+01,2.12E+01,2.08E+01,2.04E+01,2.00E+01,1.97E+01,1.93E+01,1.90E+01,1.86E+01,1.83E+01,1.80E+01,1.77E+01,1.74E+01,1.71E+01,1.68E+01,1.65E+01,1.62E+01,1.60E+01,1.57E+01,1.55E+01,1.52E+01,1.50E+01,1.48E+01,1.45E+01,1.43E+01,1.41E+01,1.39E+01,1.37E+01,1.35E+01,1.33E+01,1.31E+01,1.29E+01,1.28E+01,1.26E+01,1.24E+01,1.23E+01,1.21E+01,1.19E+01,1.18E+01,1.16E+01,1.15E+01,1.14E+01,1.12E+01,1.11E+01,1.10E+01,1.09E+01,1.07E+01,1.06E+01,1.05E+01,1.04E+01,1.03E+01,1.02E+01,1.01E+01,9.99E+00,9.89E+00,9.80E+00,9.71E+00,9.63E+00,9.54E+00,9.46E+00,9.38E+00,9.31E+00,9.23E+00,9.16E+00,9.09E+00,9.02E+00,8.96E+00,8.89E+00,8.83E+00,8.77E+00,8.72E+00,8.66E+00,8.61E+00,8.55E+00,8.50E+00,8.45E+00,8.41E+00,8.36E+00,8.32E+00,8.27E+00,8.23E+00,8.19E+00,8.15E+00,8.12E+00,8.08E+00,8.05E+00,8.01E+00,7.98E+00,7.95E+00,7.92E+00,7.89E+00,7.86E+00,7.84E+00,7.81E+00,7.79E+00,7.76E+00,7.74E+00,7.72E+00,7.70E+00,7.68E+00,7.66E+00,7.64E+00,7.62E+00,7.61E+00,7.59E+00,7.58E+00,7.56E+00,7.55E+00,7.53E+00,7.52E+00,7.51E+00,7.50E+00,7.49E+00,7.48E+00,7.47E+00,7.46E+00,7.45E+00,7.44E+00,7.44E+00,7.43E+00,7.42E+00,7.42E+00,7.41E+00,7.41E+00,7.40E+00,7.40E+00,7.39E+00,7.39E+00,7.39E+00,7.38E+00,7.38E+00,7.38E+00,7.38E+00,7.37E+00,7.37E+00,7.37E+00,7.37E+00,7.37E+00,7.37E+00,7.37E+00,7.37E+00,7.37E+00,7.37E+00,7.37E+00,7.37E+00,7.38E+00,7.38E+00,7.38E+00,7.38E+00,7.38E+00,7.39E+00,7.39E+00,7.39E+00,7.39E+00,7.40E+00,7.40E+00,7.40E+00,7.41E+00,7.41E+00,7.41E+00,7.42E+00,7.42E+00,7.42E+00,7.43E+00,7.43E+00,7.44E+00,7.44E+00,7.44E+00,7.45E+00,7.45E+00,7.46E+00,7.46E+00,7.47E+00,7.47E+00,7.47E+00,7.48E+00,7.48E+00,7.49E+00,7.49E+00,7.50E+00,7.50E+00,7.51E+00,7.51E+00,7.52E+00,7.52E+00,7.53E+00,7.53E+00,7.54E+00,7.54E+00,7.55E+00,7.55E+00,7.56E+00,7.56E+00,7.57E+00,7.57E+00,7.58E+00,7.58E+00,7.59E+00,7.59E+00,7.60E+00,7.60E+00,7.61E+00,7.61E+00,7.62E+00,7.62E+00,7.63E+00,7.63E+00,7.64E+00,7.64E+00,7.64E+00,7.65E+00,7.65E+00,7.66E+00,7.66E+00,7.67E+00,7.67E+00,7.68E+00,7.68E+00,7.69E+00,7.69E+00,7.70E+00,7.70E+00,7.70E+00,7.71E+00,7.71E+00,7.72E+00,7.72E+00,7.73E+00,7.73E+00,7.73E+00,7.74E+00,7.74E+00,7.75E+00,7.75E+00,7.75E+00,7.76E+00,7.76E+00,7.77E+00,7.77E+00,7.77E+00,7.78E+00,7.78E+00,7.79E+00,7.79E+00,7.79E+00,7.80E+00,7.80E+00
